,Session Reference,Log Record Identifier,Language,Frequency,Operating Mode,Antenna Mode,Accessory Mode,GPS Mode,RTC Time Updated,spare bit,BT Mode,BT ASCII Format,BLE Mode,BLE ASCII Format,Battery Type,Volume Setting,Tx O/P Setting,Power Mode,Sonde/Line,LR Arrows Type,Depth Units,Tx Status,Compass Enabled,Strike Alert Enabled,Swing Alert Enabled,Side Step Enabled,Auto Timeout Enabled,Spray Wand Enabled,Cal Safe Enabled,Vibration f/back Enabled,Marker Type,Utility type,Utility Owner,RTC Update Info,SM_Log_Event,spare,Rx Ticketing Reference Number,Bargraph 1,Bargraph 2,Bargraph 3,Bargraph 4,Bargraph 5,Bargraph 6,Bargraph 7,Bargraph 8,Bargraph 9,Bargraph 10,Bargraph 11,Bargraph 12,Bargraph 13,Bargraph 14,Bargraph 15,Bargraph 16,Bargraph 17,Bargraph 18,Bargraph 19,Bargraph 20,Bargraph 21,Bargraph 22,Bargraph 23,Bargraph 24,Bargraph 25,Compass Enabled.1,CD Arrows,ACVG/FF Arrows,Compass Enabled.2,CD Arrows.1,ACVG/FF Arrows.1,Compass Enabled.3,CD Arrows.2,ACVG/FF Arrows.2,Compass Enabled.4,CD Arrows.3,ACVG/FF Arrows.3,Compass Enabled.5,CD Arrows.4,ACVG/FF Arrows.4,comp_disp 1,comp_disp 2,comp_disp 3,comp_disp 4,comp_disp 5,Swing Warning,Strike Alert,Overload Warning,F1 audio active,F2 audio active,Power audio active,Radio audio active,spare bit.1,Swing Warning.1,Strike Alert.1,Overload Warning.1,F1 audio active.1,F2 audio active.1,Power audio active.1,Radio audio active.1,spare bit.2,Swing Warning.2,Strike Alert.2,Overload Warning.2,F1 audio active.2,F2 audio active.2,Power audio active.2,Radio audio active.2,spare bit.3,Swing Warning.3,Strike Alert.3,Overload Warning.3,F1 audio active.3,F2 audio active.3,Power audio active.3,Radio audio active.3,spare bit.4,Swing Warning.4,Strike Alert.4,Overload Warning.4,F1 audio active.4,F2 audio active.4,Power audio active.4,Radio audio active.4,spare bit.5,Displayed Signal Strength 1,Displayed Signal Strength 2,Displayed Signal Strength 3,Displayed Signal Strength 4,Displayed Signal Strength 5,Tilt Blade angle 1,Tilt Blade angle 2,Tilt Blade angle 3,Tilt Blade angle 4,Tilt Blade angle 5,Tilt_Paddle angle 1,Tilt_Paddle angle 2,Tilt_Paddle angle 3,Tilt_Paddle angle 4,Tilt_Paddle angle 5,Depth,Current,Gain,F1 Signal Strength,F2 Signal Strength,Powersignal strength,Radio signal strength,Antenna Compass,CD Phase,ACVG/FF Phase,ACVG/FF Signal Strength,Dynamic Overload Protection,Spray Wand,GPS Reference point,spare bits,Magnetic Compass,Key Button Event,Battery Level,Temperature,Main Battery Volts,RTC Battery Volts,Ecert,Self Test,CD Reset,Cal Safe,Peak Detect,PCMx Peak Detect,MRX Peak Detect,spare bit.6,GPS Fix,Number of Sats,Altitude,HDOP,Latitude,Longitude,Rx Date,Rx Time,GPS Heading (in degrees),GPS Ground Speed,,,,,,,,
67,3,121066,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,15,17,14,11,17,16,15,20,22,18,15,13,16,23,20,18,15,18,17,13,20,24,23,20,18,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,71,78,68,76,52,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,217,193,193,231,240,-1,0,-1,0,5,8,-3,2,-2,4,0,0,140,0.262594,0,0,0,52,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,57,0,51.419014,-2.583394333,1/17/2023,11:30:42,0,0,,,,,,,,
68,3,121067,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,39,44,37,32,41,34,28,24,19,19,18,16,15,45,42,34,28,23,20,19,22,19,26,24,20,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,9,18,9,24,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,240,433,433,323,288,1,-3,-6,3,0,4,-1,5,-1,1,0,0,140,0.30946,0,0,0,24,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,57,0,51.419009,-2.583387333,1/17/2023,11:30:43,0,0,,,,,,,,
69,3,121068,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,23,42,41,44,43,39,33,30,29,37,30,24,20,45,51,43,41,35,32,28,30,30,26,22,51,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,7,40,58,44,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,288,447,447,429,400,-1,7,-9,-1,-4,1,-7,8,2,-1,0,0,140,0.631681,0,0,0,0,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,58,0,51.41900283,-2.5833825,1/17/2023,11:30:44,0,0,,,,,,,,
70,3,121069,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,43,37,41,37,31,27,27,26,21,21,22,24,26,20,16,15,29,29,29,52,49,42,38,33,35,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,11,3,39,16,17,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,400,461,461,277,464,4,-3,1,-3,-7,-2,1,-2,1,6,0,0,140,0.436291,0,0,0,17,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,58,0,51.41899717,-2.583374667,1/17/2023,11:30:45,0,0,,,,,,,,
71,3,121070,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,34,33,35,30,27,41,45,38,33,27,32,41,34,42,40,34,30,25,21,25,39,35,30,30,31,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,21,15,4,2,24,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,464,442,442,445,368,-7,-2,3,5,4,2,0,-3,-2,-8,0,0,140,0.386354,0,0,0,24,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,10,57,0,51.41899167,-2.583370833,1/17/2023,11:30:46,0,0,,,,,,,,
72,3,121071,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,30,36,36,30,27,50,61,64,58,48,44,41,36,42,40,38,45,39,40,37,31,41,36,30,58,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,23,58,21,10,40,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,368,461,461,587,484,2,-7,-15,0,-3,-8,1,0,1,2,0,0,140,0.701268,0,0,0,40,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,10,58,0,51.4189875,-2.583365,1/17/2023,11:30:47,0,0,,,,,,,,
73,3,121072,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,49,48,74,62,54,50,41,32,39,33,30,27,26,22,29,27,21,19,19,15,13,10,17,14,15,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,14,45,68,65,71,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,484,677,677,375,223,1,5,-1,-2,-4,1,0,-2,-2,3,0,0,140,0.187198,0,0,0,71,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,58,0,51.4189825,-2.583358833,1/17/2023,11:30:48,0,0,,,,,,,,
74,3,121073,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,13,10,9,7,6,7,13,10,9,22,21,17,14,11,15,12,9,7,7,13,17,15,13,21,16,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,84,99,101,85,102,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,223,129,129,183,154,-11,-8,-2,-4,8,9,7,3,6,4,0,0,140,0.191956,0,0,0,102,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,58,0,51.418979,-2.583353667,1/17/2023,11:30:49,0,0,,,,,,,,
75,3,121074,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,19,16,18,19,15,14,13,11,23,20,19,16,27,27,22,17,16,19,16,13,11,9,7,14,12,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,105,103,89,92,94,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,154,210,258,258,173,1,-4,-3,-13,-3,1,1,4,11,5,0,0,140,0.151751,0,0,0,94,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,57,0,51.41897483,-2.583347167,1/17/2023,11:30:50,0,0,,,,,,,,
76,3,121075,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,14,11,11,17,14,14,11,13,14,12,16,15,12,18,16,15,14,12,11,10,9,7,12,22,17,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,110,122,116,109,87,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,173,166,173,173,141,0,-5,-3,-1,0,-4,6,3,-3,-5,0,0,140,0.212855,0,0,0,87,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,58,0,51.41897,-2.583341667,1/17/2023,11:30:51,0,0,,,,,,,,
77,3,121076,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,14,12,17,15,17,15,21,48,42,33,32,32,26,24,21,35,41,38,30,26,22,24,20,22,18,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,96,123,141,99,76,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,141,205,407,407,367,-3,5,-2,0,-1,-2,-2,2,-3,2,0,0,140,0.212703,0,0,0,76,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,57,0,51.41896667,-2.583335667,1/17/2023,11:30:52,0,0,,,,,,,,
78,3,121077,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,19,20,16,19,51,44,39,33,26,24,20,16,21,23,25,23,25,26,22,17,24,26,27,42,34,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,55,2,171,34,50,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,367,325,323,323,302,1,1,2,-6,1,4,-3,-4,1,6,0,0,140,0.423714,0,0,0,50,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,57,0,51.41896283,-2.583332,1/17/2023,11:30:53,0,0,,,,,,,,
79,3,121078,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,30,31,32,28,22,19,30,27,29,27,32,28,25,24,34,38,34,30,26,32,28,29,30,25,36,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,67,83,166,166,174,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,302,385,347,347,395,-1,0,-3,8,6,6,-3,0,-3,-4,0,0,140,0.469682,0,0,0,174,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,57,0,51.4189585,-2.583327833,1/17/2023,11:30:54,0,0,,,,,,,,
80,3,121079,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,36,30,32,27,22,21,17,13,15,15,34,29,28,25,28,24,19,16,28,26,24,31,26,25,30,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,132,99,75,16,166,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,395,364,278,278,307,4,1,9,-6,-1,-5,0,-5,6,-2,0,0,140,0.36596,0,0,0,166,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,56,0,51.41895433,-2.5833235,1/17/2023,11:30:55,0,0,,,,,,,,
81,3,121080,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,35,35,29,24,26,25,26,27,30,24,27,23,25,22,18,15,24,26,23,22,18,16,14,17,15,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,158,148,167,11,45,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,307,361,324,324,260,-4,-3,2,1,2,-1,-1,0,-3,-1,0,0,140,0.191708,0,0,0,45,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,56,0,51.418951,-2.583322667,1/17/2023,11:30:56,0,0,,,,,,,,
82,3,121081,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,15,29,24,20,23,23,18,18,17,37,30,34,31,29,27,21,18,21,21,19,19,15,18,15,20,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,37,39,110,73,106,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,260,248,333,333,266,-1,-4,1,-4,-2,4,5,6,-1,-2,0,0,140,0.256517,0,0,0,106,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,56,0,51.41894783,-2.583317333,1/17/2023,11:30:57,0,0,,,,,,,,
83,3,121082,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,19,27,24,20,17,16,18,14,18,15,15,15,18,17,18,18,38,31,27,27,22,28,24,22,19,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,130,154,7,61,67,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,266,251,211,211,307,8,10,-2,1,2,-9,-1,-3,0,0,0,0,140,0.234727,0,0,0,67,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,57,0,51.4189445,-2.583313833,1/17/2023,11:30:58,0,0,,,,,,,,
84,3,121083,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,20,22,38,41,39,34,29,26,22,21,17,21,20,26,21,42,38,32,26,26,24,37,32,30,27,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,39,175,140,174,12,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,307,353,297,297,381,-4,1,-5,-9,-9,7,-1,6,1,-3,0,0,140,0.336114,0,0,0,12,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,57,0,51.418941,-2.583314333,1/17/2023,11:30:59,0,0,,,,,,,,
85,3,121084,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,23,21,17,15,17,35,30,27,23,26,23,21,17,24,23,32,27,24,19,23,28,22,17,15,22,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,175,170,177,10,8,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,381,303,323,323,318,2,-5,-7,-11,-9,-3,-4,1,7,9,0,0,140,0.279065,0,0,0,8,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,57,0,51.41894067,-2.5833075,1/17/2023,11:31:00,0,0,,,,,,,,
86,3,121085,UK,33kHz (32768Hz),Active,Peak,None,Internal,Not updated,0,Off,0,OFF,0,Li-Ion,0,Standby,50Hz,Line,Null,Metric,0,on,off,on,off,on,off,off,on,UNK,Power Transmission,MKP2,0,0,3,b9d43384-df1b-4f33-8a37-2e35a780bbdd,19,17,15,26,23,19,15,14,18,16,13,10,12,15,12,17,24,19,17,15,12,31,29,30,40,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,No arrows,No arrows,0,160,159,169,167,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,Not Active,Not Active,Not Active,Active,Not Active,Not Active,Not Active,0,246,246,190,190,205,-1,-2,-2,-3,-1,1,6,9,-6,-5,0,0,140,0.491932,0,0,0,167,0,0,0,Not Active,Not Active,Not Active,0,0,0,1,17,174,147,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,Not Active,0,GPS,11,57,0,51.418938,-2.583307333,1/17/2023,11:31:01,0,0,,,,,,,,
